timestamp,site_packet_loss_percent,site_latency_ms,site_jitter_ms,site_throughput_mbps,site_availability_percent,site_requests_total,site_error_rate_percent,site_cpu_usage_percent,site_memory_usage_percent,site_bandwidth_utilization_percent,site_alarms_count,site_historical_events_count,site_call_setup_time_ms,site_dropped_sessions_total,site_sla_compliance_percent,site_geo_latitude,site_geo_longitude,site_anomaly_score,site_topology_links,site_predicted_traffic_mbps
2025-08-25T15:54:05.494151,0.4301227826528803,14.086000997524755,17.353172484739993,333.94385672767186,98.60391454602575,388.0,4.721090156372648,50.264565757937206,66.68421160551011,99.8655329663221,6.0,187.0,862.3624061221626,48.0,91.07490714284896,-85.63212831588027,144.72592034443585,0.007314640843730458,12.0,916.7855310229158
2025-08-25T15:59:04.651981,4.479910338656898,179.46516566446766,14.062150447105044,549.4384443647796,99.73310551311451,756.0,1.2397944665538752,85.76607250798959,58.062570328034695,89.60118089094021,9.0,293.0,888.4172808129233,8.0,93.56600166752597,-70.8604314040131,164.7543060556839,0.09470575671991377,15.0,897.2431316495604
2025-08-25T16:04:03.479636,1.541058121466408,89.91613110506559,35.05115196593611,735.0175348262638,99.54701279455335,685.0,0.2485252339953531,43.389853857768074,71.25649217653446,56.394017848527234,7.0,289.0,476.24811356287523,4.0,92.6264166730523,-53.985931792931325,-106.96749284162311,0.30600711156323956,5.0,447.8118099101272
2025-08-25T16:09:02.395714,0.03010590181191375,65.47174736007418,40.47174392376196,861.3747335762421,96.76055769806639,792.0,2.5462830235907274,43.74373317296456,13.20342864228782,23.801609606747007,8.0,332.0,797.8477312376618,37.0,98.49076277051275,21.013756996665563,-89.74401723274931,0.9223151669320663,5.0,278.72609284529125
2025-08-25T16:13:06.551604,0.6851431102325273,46.25829367846116,49.901727459763826,581.9807290431335,96.61196730831294,232.0,1.1645933210650878,84.4934301732562,66.44479471975242,40.68840702673586,3.0,496.0,324.9226081535078,20.0,91.1893351258819,-80.91336416294186,-44.07665279917299,0.3086304467521118,12.0,737.9186101934945
2025-08-25T16:18:05.276168,3.5313381118609746,83.01601950674007,2.9602810289300283,525.4105126728219,97.9832209626059,958.0,2.591734676687141,24.554813267437066,71.30012627106561,39.943096095084,3.0,356.0,189.4146192367632,43.0,92.698410002996,5.388914451397355,-68.47227034578825,0.6843597940307834,20.0,76.1316502735485
2025-08-25T16:35:00.509642,0.19106439961141086,92.93518752681217,25.468488055258735,184.01449986663886,99.32512062418981,697.0,2.2942268851514935,67.93990429195196,35.13487067479252,26.275876666356297,6.0,157.0,469.72190961069833,30.0,90.59812058069654,83.39194405501527,-172.83872982597194,0.2706138641030047,7.0,607.3614115265623
2025-08-25T16:39:58.733491,4.6037994113449825,63.316447909010094,8.395146128599295,777.7679701440891,95.52661673288804,957.0,1.887216693063023,13.43167725077305,33.190171816096964,93.69656085835138,1.0,319.0,147.08754043078594,37.0,93.78949730415286,8.050403680007307,-99.99179844633156,0.3436347609267497,8.0,732.005679752565
2025-08-25T16:44:56.811312,2.629413704662458,35.223025039815944,36.467600742347486,968.8853928583707,95.89548734406921,484.0,1.352947301528717,78.85569875584129,14.964400339671391,95.88788268812992,6.0,306.0,852.6759626743589,35.0,92.81027517510502,-34.111760549206004,82.78320759727211,0.5689511938123426,14.0,127.91119373793607
2025-08-25T16:49:55.366059,0.8453120641744433,97.71480063978119,33.41840465060273,307.7285151280195,96.93971270263079,308.0,0.396529236317405,79.68743427048727,79.19989792175036,95.15662517484277,2.0,100.0,657.699094441135,10.0,92.41247153208764,72.87360162818104,143.77632164450188,0.47909713654287744,16.0,225.94689545202593
2025-08-25T16:54:53.427943,4.047908189366472,29.556318228028008,47.525280753555485,482.70321991960145,96.47966714546978,607.0,2.2556001884179167,30.629577236713157,46.10689982924475,79.29394547097456,4.0,415.0,452.3771853093462,19.0,98.94696675019796,-59.204094357745966,7.315667079577025,0.3562496139403837,14.0,1135.439932149763
2025-08-25T16:59:51.454346,1.5201643067735804,129.9743062061694,28.925105568166597,168.71473020370843,99.10819820131195,922.0,3.9982115235505034,18.230471451011027,39.1613717073964,16.299017382716983,9.0,201.0,236.19815134529998,29.0,93.08855988209686,-88.7110841140742,98.75086212137353,0.7250323272176872,6.0,330.3199508330598
2025-08-25T17:04:49.298341,0.06231200298148387,32.664694072292846,21.390867283576643,281.0478137418936,98.75606247257372,179.0,0.2583649841390595,85.32668060470253,83.53597376312248,52.04579692523513,9.0,444.0,265.59548841928506,37.0,90.06326054768286,-72.67217435208667,-12.129395370952608,0.9411081196360862,18.0,560.9426163927513
