timestamp,site_packet_loss_percent,site_latency_ms,site_jitter_ms,site_throughput_mbps,site_availability_percent,site_requests_total,site_error_rate_percent,site_cpu_usage_percent,site_memory_usage_percent,site_bandwidth_utilization_percent,site_alarms_count,site_historical_events_count,site_call_setup_time_ms,site_dropped_sessions_total,site_sla_compliance_percent,site_geo_latitude,site_geo_longitude,site_anomaly_score,site_topology_links,site_predicted_traffic_mbps
2025-08-27T00:02:43.805683,3.542970502032683,76.16868810960226,0.3542008331504698,852.8458478912254,97.13948375445169,390.0,2.144923783097153,78.36076552819362,32.73032486879947,96.42354019761066,2.0,473.0,957.0476688123358,14.0,98.16988513011326,29.97,31.14,0.7882161069012533,9.0,61.70766828760903
2025-08-27T00:07:34.535941,0.15019689505993306,197.03671343376104,31.62712783831761,945.6032221308252,98.03287308467216,264.0,1.5222193426613062,33.011369209051594,22.975795414724473,68.35231146356873,10.0,414.0,274.8143286090922,3.0,90.93454158272532,29.97,31.14,0.44004647960930166,5.0,566.292015597309
2025-08-27T00:12:25.292296,2.9243698328424945,17.04484060419824,0.30751053570688414,528.5585663834445,96.69019673155681,230.0,3.379812811343346,67.65567888150565,23.018877439512487,59.96485157780946,2.0,161.0,497.5504877015856,41.0,94.96794211716534,29.97,31.14,0.7657326798928731,17.0,936.3617324575134
2025-08-27T00:17:16.233333,0.23365161987101646,173.26332585966597,23.09690333517585,980.5980284607863,96.61919970111856,949.0,0.4202705151448455,26.461901008415758,28.96007052406994,43.39165892539093,0.0,489.0,879.7563146659946,16.0,90.5894980517989,29.97,31.14,0.3719322098698131,4.0,1090.8562316293392
2025-08-27T00:22:06.844808,2.9449191869806315,186.4486706440091,46.21600038794124,594.2834947001916,97.0254611262529,273.0,1.1464862998896341,54.8496204901809,15.031275383602765,40.6627041560476,4.0,135.0,482.2399474085568,7.0,94.04177893378152,29.97,31.14,0.2725110105440629,12.0,231.5099395901674
2025-08-27T00:26:57.340995,1.0843914553096186,136.2701860605888,41.35411230828564,785.8597350196825,97.09834460743402,960.0,3.2096870274188145,72.04935915584213,28.68634053938722,35.961030342086275,1.0,310.0,650.2650096521198,33.0,91.29664543489935,29.97,31.14,0.8382692548225718,3.0,1166.6602129706841
2025-08-27T00:31:47.470855,0.6556511395067754,38.01489747376456,12.173208203553148,558.0121022465946,98.04053526546092,241.0,3.2062049729818676,81.91573219620356,76.98475703885285,27.682509803420988,4.0,491.0,518.1030228647061,14.0,96.49027211912144,29.97,31.14,0.12717262316501532,5.0,789.365889237596
2025-08-27T00:36:37.460631,1.6229142987483314,77.5377786469012,16.97959123496077,395.7351742029872,97.77575784344303,762.0,3.303903922932065,60.15884903069373,65.62835962437893,17.018539599187775,10.0,128.0,597.8752695297562,25.0,92.7732116185734,29.97,31.14,0.24203482144228827,12.0,707.0417047567569
2025-08-27T00:41:27.411187,3.3623527526187984,67.7987759713036,6.304065987849339,799.7920576242562,95.35561113129745,353.0,4.62207227865262,33.42178796733353,54.11256010161261,18.534358049505716,0.0,408.0,876.9909830859459,15.0,96.82643638616807,29.97,31.14,0.4272857456502235,16.0,1183.3340118404496
2025-08-27T00:46:17.321006,4.31373737499218,145.54940555587245,6.013492388391134,178.73881372562306,96.67550458117829,593.0,4.218906283145845,44.27187691377949,46.75862835037527,80.19957207543509,10.0,54.0,964.0622875128023,34.0,98.57214941509439,29.97,31.14,0.6788967213691094,17.0,804.1932421301207
